,age,c_charge_degree,score_text,sex,priors_count,African-American,Asian,Caucasian,Hispanic,Native American,Other
1153,35,1,1,1,1,1,0,0,0,0,0
1154,53,0,1,1,0,0,0,1,0,0,0
1155,59,0,1,1,17,0,0,1,0,0,0
1156,48,1,1,0,0,0,0,1,0,0,0
1157,33,0,1,0,1,1,0,0,0,0,0
1158,44,1,1,1,0,0,0,1,0,0,0
1159,31,0,1,1,10,0,0,1,0,0,0
1160,28,0,1,1,2,1,0,0,0,0,0
1161,51,0,1,1,1,0,0,0,1,0,0
1162,23,0,1,1,0,1,0,0,0,0,0
1163,21,0,1,1,0,0,0,0,1,0,0
1164,26,0,1,1,0,0,0,1,0,0,0
1165,22,0,0,1,3,1,0,0,0,0,0
1166,29,1,1,1,0,1,0,0,0,0,0
1167,20,0,0,1,2,1,0,0,0,0,0
1168,44,1,1,1,0,0,0,1,0,0,0
1169,41,0,1,1,2,1,0,0,0,0,0
1170,28,0,1,0,4,1,0,0,0,0,0
1171,27,1,1,1,1,0,0,1,0,0,0
1172,31,1,1,1,7,0,0,1,0,0,0
1173,26,0,1,1,3,1,0,0,0,0,0
1174,20,0,1,1,0,1,0,0,0,0,0
1175,55,1,1,1,2,0,0,1,0,0,0
1176,36,0,0,1,0,1,0,0,0,0,0
1177,48,0,1,1,4,0,0,0,0,0,1
1178,22,0,1,1,5,0,0,0,0,0,1
1179,23,1,0,1,1,1,0,0,0,0,0
1180,34,0,0,1,19,1,0,0,0,0,0
1181,59,0,1,0,1,0,0,1,0,0,0
1182,37,0,1,1,0,0,0,1,0,0,0
1183,28,0,1,0,0,0,0,1,0,0,0
1184,31,0,1,1,0,1,0,0,0,0,0
1185,38,0,0,0,14,1,0,0,0,0,0
1186,33,0,1,1,0,1,0,0,0,0,0
1187,27,0,0,1,3,1,0,0,0,0,0
1188,25,1,1,1,2,0,0,1,0,0,0
1189,42,0,1,0,2,1,0,0,0,0,0
1190,22,0,0,1,3,1,0,0,0,0,0
1191,21,0,1,1,0,0,0,0,0,0,1
1192,45,0,1,1,1,0,0,1,0,0,0
1193,21,1,1,0,1,1,0,0,0,0,0
1194,52,1,1,1,2,0,0,1,0,0,0
1195,29,1,1,1,0,0,0,1,0,0,0
1196,37,1,1,0,0,1,0,0,0,0,0
1197,34,0,1,1,0,0,0,1,0,0,0
1198,53,1,1,1,0,1,0,0,0,0,0
1199,30,0,0,0,8,1,0,0,0,0,0
1200,35,1,1,1,0,0,0,0,1,0,0
1201,28,0,1,1,1,0,0,1,0,0,0
1202,21,0,0,1,1,1,0,0,0,0,0
1203,22,0,1,1,1,1,0,0,0,0,0
1204,42,1,1,1,1,0,0,1,0,0,0
1205,26,0,1,1,3,1,0,0,0,0,0
1206,54,1,1,1,9,1,0,0,0,0,0
1207,39,0,1,1,1,0,0,0,0,0,1
1208,30,0,0,1,20,1,0,0,0,0,0
1209,26,0,1,0,1,1,0,0,0,0,0
1210,41,1,1,1,0,1,0,0,0,0,0
1211,23,1,1,1,5,0,0,1,0,0,0
1212,43,0,1,1,1,0,0,1,0,0,0
1213,22,1,1,1,0,1,0,0,0,0,0
1214,27,0,1,0,6,0,0,1,0,0,0
1215,42,1,1,0,2,1,0,0,0,0,0
1216,25,0,1,1,8,1,0,0,0,0,0
1217,49,1,1,1,4,1,0,0,0,0,0
1218,52,0,1,1,1,0,0,1,0,0,0
1219,60,0,1,0,2,0,0,1,0,0,0
1220,23,1,1,0,0,1,0,0,0,0,0
1221,30,1,1,1,2,1,0,0,0,0,0
1222,48,0,1,1,9,1,0,0,0,0,0
1223,32,0,1,1,2,1,0,0,0,0,0
1224,28,0,1,1,3,0,0,0,1,0,0
1225,24,0,1,1,5,1,0,0,0,0,0
1226,22,0,1,1,3,1,0,0,0,0,0
1227,44,0,1,1,2,1,0,0,0,0,0
1228,32,0,1,1,3,0,0,1,0,0,0
1229,27,1,1,0,1,1,0,0,0,0,0
1230,52,1,1,1,15,1,0,0,0,0,0
1231,61,1,1,1,3,0,0,1,0,0,0
1232,69,1,1,1,3,1,0,0,0,0,0
1233,51,0,1,1,2,0,0,0,0,0,1
1234,21,0,1,0,1,0,0,1,0,0,0
1235,31,1,1,1,2,0,0,1,0,0,0
1236,19,0,1,1,3,1,0,0,0,0,0
1237,24,1,0,1,12,1,0,0,0,0,0
1238,24,0,0,1,3,0,0,1,0,0,0
1239,57,0,1,1,3,0,0,0,1,0,0
1240,30,0,1,1,6,0,0,1,0,0,0
1241,43,0,1,1,4,1,0,0,0,0,0
1242,24,0,1,1,4,1,0,0,0,0,0
1243,30,1,1,0,7,0,0,1,0,0,0
1244,25,0,0,1,5,1,0,0,0,0,0
1245,56,0,0,0,1,0,0,1,0,0,0
1246,21,0,0,1,1,1,0,0,0,0,0
1247,31,0,0,1,6,1,0,0,0,0,0
1248,23,0,0,0,1,1,0,0,0,0,0
1249,30,0,0,1,15,1,0,0,0,0,0
1250,42,1,1,1,1,0,0,0,0,0,1
1251,64,0,1,1,0,0,0,1,0,0,0
1252,21,0,1,0,0,0,0,1,0,0,0
1253,36,0,1,1,5,1,0,0,0,0,0
1254,50,0,1,0,1,1,0,0,0,0,0
1255,23,1,1,1,0,1,0,0,0,0,0
1256,28,0,1,1,2,0,0,0,0,1,0
1257,25,0,1,0,5,0,0,1,0,0,0
1258,54,1,1,1,14,0,0,1,0,0,0
1259,37,1,1,1,6,0,0,0,0,0,1
1260,25,1,0,1,5,0,0,1,0,0,0
1261,63,1,1,1,0,0,0,1,0,0,0
1262,35,1,1,1,2,1,0,0,0,0,0
1263,26,1,1,1,0,0,0,0,1,0,0
1264,25,1,0,1,8,1,0,0,0,0,0
1265,33,1,1,1,0,0,0,1,0,0,0
1266,29,0,1,1,7,1,0,0,0,0,0
1267,27,1,1,1,2,0,0,0,1,0,0
1268,37,1,0,1,12,1,0,0,0,0,0
1269,20,1,0,0,3,0,0,1,0,0,0
1270,32,0,1,1,1,1,0,0,0,0,0
1271,72,1,1,1,1,0,0,1,0,0,0
1272,38,0,1,1,0,0,0,1,0,0,0
1273,40,0,1,1,0,0,0,1,0,0,0
1274,23,0,1,1,0,0,0,1,0,0,0
1275,21,0,0,1,5,0,0,1,0,0,0
1276,27,0,1,1,4,0,0,1,0,0,0
1277,55,0,1,1,13,0,0,1,0,0,0
1278,41,1,1,0,0,0,0,1,0,0,0
1279,56,1,1,1,1,0,0,1,0,0,0
1280,55,1,1,1,11,0,0,1,0,0,0
1281,23,0,1,0,0,0,0,0,1,0,0
1282,28,0,1,1,3,1,0,0,0,0,0
1283,31,0,1,1,2,0,0,0,0,0,1
1284,53,1,1,1,0,0,0,1,0,0,0
1285,27,0,1,1,6,1,0,0,0,0,0
1286,22,0,1,1,0,0,0,1,0,0,0
1287,22,0,1,0,0,1,0,0,0,0,0
1288,33,1,1,1,7,1,0,0,0,0,0
1289,34,0,1,1,15,1,0,0,0,0,0
1290,22,1,1,1,0,0,0,0,1,0,0
1291,32,0,0,1,12,1,0,0,0,0,0
1292,47,0,0,1,14,1,0,0,0,0,0
1293,24,1,1,1,0,0,1,0,0,0,0
1294,25,0,0,1,14,1,0,0,0,0,0
1295,56,0,1,1,0,0,0,1,0,0,0
1296,36,0,1,1,1,0,0,0,1,0,0
1297,28,0,1,1,4,1,0,0,0,0,0
1298,20,0,0,1,2,1,0,0,0,0,0
1299,59,1,1,1,0,0,0,0,1,0,0
1300,29,0,0,0,11,1,0,0,0,0,0
1301,72,0,1,1,3,0,0,1,0,0,0
1302,24,1,1,0,2,1,0,0,0,0,0
1303,45,0,0,1,3,1,0,0,0,0,0
1304,30,1,0,1,7,1,0,0,0,0,0
1305,45,1,1,1,0,1,0,0,0,0,0
1306,47,1,1,1,0,0,0,1,0,0,0
1307,24,0,1,1,0,1,0,0,0,0,0
1308,20,1,1,1,0,1,0,0,0,0,0
1309,51,0,1,1,6,0,0,1,0,0,0
1310,49,1,1,0,2,0,0,1,0,0,0
1311,41,0,1,1,5,0,0,1,0,0,0
1312,49,0,1,1,1,0,0,1,0,0,0
1313,26,1,1,1,0,0,0,0,1,0,0
1314,28,1,1,0,0,1,0,0,0,0,0
1315,33,1,1,1,2,0,0,1,0,0,0
1316,46,0,1,1,0,1,0,0,0,0,0
1317,21,1,1,1,0,1,0,0,0,0,0
1318,26,0,0,1,14,1,0,0,0,0,0
1319,48,0,1,1,1,0,0,0,1,0,0
1320,58,0,1,1,24,1,0,0,0,0,0
1321,29,0,1,1,0,0,0,0,0,0,1
1322,20,0,0,0,2,1,0,0,0,0,0
1323,28,1,1,1,0,1,0,0,0,0,0
1324,21,0,0,1,0,0,0,1,0,0,0
1325,26,0,1,1,0,0,0,0,0,0,1
1326,34,1,1,1,3,1,0,0,0,0,0
1327,32,0,0,1,15,1,0,0,0,0,0
1328,38,0,1,1,10,1,0,0,0,0,0
1329,22,0,1,1,0,1,0,0,0,0,0
1330,42,0,1,1,2,0,0,1,0,0,0
1331,57,1,1,0,0,0,0,1,0,0,0
1332,56,0,1,0,1,0,0,1,0,0,0
1333,32,1,1,1,2,0,0,0,1,0,0
1334,30,0,0,1,11,1,0,0,0,0,0
1335,29,1,1,1,2,1,0,0,0,0,0
1336,46,0,1,1,15,1,0,0,0,0,0
1337,24,0,1,0,0,1,0,0,0,0,0
1338,70,0,1,0,1,1,0,0,0,0,0
1339,21,0,1,1,0,0,0,0,1,0,0
1340,45,1,1,0,1,0,0,1,0,0,0
1341,33,1,1,0,2,0,0,0,1,0,0
1342,39,0,1,0,6,1,0,0,0,0,0
1343,25,0,1,1,6,0,0,1,0,0,0
1344,48,1,1,1,1,0,0,0,1,0,0
1345,46,0,1,1,0,0,0,1,0,0,0
1346,28,1,1,1,0,0,0,1,0,0,0
1347,27,0,1,1,1,1,0,0,0,0,0
1348,43,0,1,1,11,0,0,1,0,0,0
1349,30,0,0,1,9,1,0,0,0,0,0
1350,29,0,1,1,1,0,0,1,0,0,0
1351,54,0,1,1,8,1,0,0,0,0,0
1352,20,0,1,0,0,0,0,1,0,0,0
1353,29,0,1,1,0,1,0,0,0,0,0
1354,67,1,1,1,0,0,1,0,0,0,0
1355,25,0,1,1,0,0,0,0,0,0,1
1356,24,0,0,1,8,1,0,0,0,0,0
1357,29,0,1,1,3,0,0,0,0,0,1
1358,45,1,1,1,2,1,0,0,0,0,0
1359,31,0,1,1,5,1,0,0,0,0,0
1360,23,0,1,1,0,0,0,1,0,0,0
1361,21,0,0,1,0,1,0,0,0,0,0
1362,61,1,1,1,0,0,0,1,0,0,0
1363,51,1,1,0,5,0,0,1,0,0,0
1364,32,0,1,1,1,0,0,0,0,0,1
1365,43,0,1,1,9,0,0,1,0,0,0
1366,32,1,1,1,0,0,0,0,0,0,1
1367,36,0,1,1,0,1,0,0,0,0,0
1368,58,0,1,1,3,0,0,1,0,0,0
1369,57,0,0,1,12,1,0,0,0,0,0
1370,37,0,1,1,2,1,0,0,0,0,0
1371,44,0,1,1,6,1,0,0,0,0,0
1372,45,0,1,1,8,1,0,0,0,0,0
1373,48,0,1,1,1,0,0,0,0,0,1
1374,26,0,0,1,13,1,0,0,0,0,0
1375,34,0,1,1,9,0,0,1,0,0,0
1376,25,0,1,1,0,1,0,0,0,0,0
1377,31,1,1,1,8,1,0,0,0,0,0
1378,43,0,1,1,1,1,0,0,0,0,0
1379,30,1,1,1,0,1,0,0,0,0,0
1380,50,1,1,1,0,0,0,1,0,0,0
1381,31,0,1,0,2,1,0,0,0,0,0
1382,33,1,1,0,7,0,0,1,0,0,0
1383,32,0,1,1,1,1,0,0,0,0,0
1384,46,1,1,0,0,0,0,1,0,0,0
1385,22,0,1,1,0,0,0,0,1,0,0
1386,37,0,1,1,8,1,0,0,0,0,0
1387,32,0,1,0,6,0,0,1,0,0,0
1388,23,0,1,0,2,1,0,0,0,0,0
1389,21,0,1,1,0,0,0,1,0,0,0
1390,52,0,1,1,2,0,0,0,0,0,1
1391,49,1,1,1,2,0,0,1,0,0,0
1392,55,0,1,1,3,0,0,1,0,0,0
1393,22,0,1,1,0,1,0,0,0,0,0
1394,45,0,1,1,0,0,0,0,1,0,0
1395,31,0,1,0,7,1,0,0,0,0,0
1396,22,1,1,1,0,0,0,1,0,0,0
1397,28,1,1,1,5,1,0,0,0,0,0
1398,21,0,1,1,1,1,0,0,0,0,0
1399,37,1,1,1,2,0,0,0,1,0,0
1400,30,0,1,1,21,1,0,0,0,0,0
1401,22,0,0,1,13,1,0,0,0,0,0
1402,35,0,0,1,23,1,0,0,0,0,0
1403,28,0,0,1,11,1,0,0,0,0,0
1404,24,0,1,1,1,1,0,0,0,0,0
1405,32,0,1,1,24,1,0,0,0,0,0
1406,24,0,1,0,1,1,0,0,0,0,0
1407,57,0,1,1,19,1,0,0,0,0,0
1408,21,1,1,1,0,0,0,0,0,0,1
1409,28,0,1,1,0,0,0,1,0,0,0
1410,51,1,1,1,0,0,0,1,0,0,0
1411,26,1,1,1,0,1,0,0,0,0,0
1412,20,0,1,1,0,1,0,0,0,0,0
1413,25,1,1,1,6,1,0,0,0,0,0
1414,19,1,1,1,0,0,0,1,0,0,0
1415,49,0,1,1,1,0,0,1,0,0,0
1416,57,1,0,1,27,1,0,0,0,0,0
1417,27,1,1,0,0,1,0,0,0,0,0
1418,66,1,1,1,1,0,0,1,0,0,0
1419,21,0,1,1,0,0,0,1,0,0,0
1420,45,0,1,1,1,0,0,1,0,0,0
1421,37,0,0,1,24,1,0,0,0,0,0
1422,44,0,0,1,13,0,0,1,0,0,0
1423,64,0,1,1,0,1,0,0,0,0,0
1424,30,0,1,1,1,1,0,0,0,0,0
1425,61,1,1,1,1,1,0,0,0,0,0
1426,49,0,1,0,8,0,0,1,0,0,0
1427,23,0,1,1,0,1,0,0,0,0,0
1428,21,0,0,1,0,0,0,1,0,0,0
1429,30,0,0,0,2,0,0,1,0,0,0
1430,26,1,1,1,7,0,0,0,1,0,0
1431,35,1,1,1,3,0,0,0,0,0,1
1432,27,1,0,1,2,1,0,0,0,0,0
1433,38,1,1,1,1,0,0,1,0,0,0
1434,48,0,0,1,14,1,0,0,0,0,0
1435,26,1,1,1,0,0,0,1,0,0,0
1436,24,0,0,1,4,1,0,0,0,0,0
1437,28,0,1,0,2,1,0,0,0,0,0
1438,44,0,1,0,4,0,0,1,0,0,0
1439,23,0,1,1,2,0,0,1,0,0,0
1440,34,0,1,0,1,0,0,1,0,0,0
1441,20,0,1,1,1,0,0,1,0,0,0
1442,63,0,1,1,23,0,0,0,0,0,1
1443,36,1,1,0,0,1,0,0,0,0,0
1444,58,0,1,1,1,0,0,1,0,0,0
1445,35,0,1,0,4,0,0,1,0,0,0
1446,23,0,1,1,3,1,0,0,0,0,0
1447,40,0,1,1,1,0,0,1,0,0,0
1448,31,0,1,1,3,0,0,0,1,0,0
1449,34,0,1,0,5,0,0,0,1,0,0
1450,23,1,1,1,3,1,0,0,0,0,0
1451,27,1,1,1,0,0,0,1,0,0,0
1452,26,0,1,0,3,1,0,0,0,0,0
1453,49,0,1,1,1,1,0,0,0,0,0
1454,47,1,1,0,0,0,0,0,1,0,0
1455,47,0,1,1,6,1,0,0,0,0,0
1456,34,0,1,1,7,1,0,0,0,0,0
1457,27,0,0,1,10,1,0,0,0,0,0
1458,52,1,1,0,0,0,0,1,0,0,0
1459,26,1,1,1,0,1,0,0,0,0,0
1460,25,0,1,1,9,1,0,0,0,0,0
1461,51,0,1,1,1,1,0,0,0,0,0
1462,29,1,1,0,1,1,0,0,0,0,0
1463,46,0,1,1,0,0,0,1,0,0,0
1464,28,0,1,1,6,0,0,1,0,0,0
1465,57,0,1,1,0,1,0,0,0,0,0
1466,23,0,1,1,2,0,0,0,1,0,0
1467,34,0,0,1,27,1,0,0,0,0,0
1468,27,0,1,1,3,1,0,0,0,0,0
1469,25,1,0,1,7,1,0,0,0,0,0
1470,31,0,1,1,1,0,0,1,0,0,0
1471,37,0,1,1,8,1,0,0,0,0,0
1472,51,0,1,1,0,1,0,0,0,0,0
1473,28,0,1,1,8,1,0,0,0,0,0
1474,56,0,1,1,4,0,0,1,0,0,0
1475,45,0,0,1,15,1,0,0,0,0,0
1476,26,0,1,1,7,0,0,1,0,0,0
1477,33,0,0,1,7,0,0,1,0,0,0
1478,23,1,1,1,0,0,0,1,0,0,0
1479,31,1,1,1,0,1,0,0,0,0,0
1480,31,1,1,1,0,0,0,0,0,0,1
1481,19,0,0,1,1,0,0,0,1,0,0
1482,32,0,1,1,0,0,0,1,0,0,0
1483,30,1,1,1,1,0,0,1,0,0,0
1484,66,0,1,1,1,0,0,1,0,0,0
1485,40,0,1,0,0,1,0,0,0,0,0
1486,59,1,1,1,4,1,0,0,0,0,0
1487,27,1,1,1,3,1,0,0,0,0,0
1488,22,0,1,1,0,1,0,0,0,0,0
1489,58,0,1,1,1,0,0,1,0,0,0
1490,29,0,1,1,2,0,0,1,0,0,0
1491,27,0,0,1,0,1,0,0,0,0,0
1492,24,0,1,1,0,0,0,1,0,0,0
1493,35,0,1,0,3,0,0,1,0,0,0
1494,29,0,0,1,7,1,0,0,0,0,0
1495,30,0,0,1,5,1,0,0,0,0,0
1496,23,0,1,1,1,1,0,0,0,0,0
1497,32,0,1,1,2,0,0,1,0,0,0
1498,22,0,1,1,2,0,0,1,0,0,0
1499,21,1,1,1,0,1,0,0,0,0,0
1500,43,1,1,0,0,0,0,1,0,0,0
1501,29,0,0,1,0,1,0,0,0,0,0
1502,43,0,1,1,1,1,0,0,0,0,0
1503,25,0,1,1,1,1,0,0,0,0,0
1504,47,1,1,1,0,0,0,1,0,0,0
1505,21,0,1,0,0,1,0,0,0,0,0
1506,54,1,1,1,0,0,0,1,0,0,0
1507,34,0,1,1,3,1,0,0,0,0,0
1508,28,1,1,0,2,1,0,0,0,0,0
1509,53,0,1,0,4,0,0,1,0,0,0
1510,54,1,1,1,0,1,0,0,0,0,0
1511,37,0,1,1,3,0,0,0,1,0,0
1512,34,0,1,1,2,1,0,0,0,0,0
1513,60,0,1,0,0,0,0,1,0,0,0
1514,22,0,1,1,0,1,0,0,0,0,0
1515,51,0,1,1,3,1,0,0,0,0,0
1516,29,0,1,1,0,1,0,0,0,0,0
1517,28,1,1,1,5,1,0,0,0,0,0
1518,33,0,1,1,0,0,0,1,0,0,0
1519,43,1,1,1,4,0,0,1,0,0,0
1520,45,1,1,1,1,0,0,0,1,0,0
1521,32,0,1,1,5,0,0,1,0,0,0
1522,35,0,1,0,0,1,0,0,0,0,0
1523,23,0,1,1,1,1,0,0,0,0,0
1524,41,1,1,1,1,0,0,0,1,0,0
1525,25,0,0,1,24,0,0,0,0,0,1
1526,35,0,0,1,12,0,0,0,1,0,0
1527,25,0,1,1,4,1,0,0,0,0,0
1528,69,0,1,1,6,0,0,1,0,0,0
1529,24,1,1,1,0,0,1,0,0,0,0
1530,28,0,1,1,0,0,0,0,1,0,0
1531,47,0,1,1,23,1,0,0,0,0,0
1532,29,0,0,1,13,1,0,0,0,0,0
1533,26,0,0,1,9,1,0,0,0,0,0
1534,31,1,1,1,0,0,0,0,0,0,1
1535,28,0,1,1,0,0,0,1,0,0,0
1536,48,1,1,1,1,0,0,1,0,0,0
1537,44,1,1,1,0,0,0,1,0,0,0
1538,42,1,1,1,7,1,0,0,0,0,0
1539,39,0,1,1,5,1,0,0,0,0,0
1540,46,0,1,0,2,0,0,0,1,0,0
1541,55,1,1,1,0,0,0,1,0,0,0
1542,27,0,0,1,5,1,0,0,0,0,0
1543,31,1,0,0,0,0,0,1,0,0,0
1544,25,0,1,1,0,1,0,0,0,0,0
1545,32,1,1,1,6,0,0,1,0,0,0
1546,36,0,1,1,2,1,0,0,0,0,0
1547,21,0,1,1,3,1,0,0,0,0,0
1548,39,1,1,1,2,0,0,1,0,0,0
1549,26,1,1,0,0,1,0,0,0,0,0
1550,28,0,0,1,8,1,0,0,0,0,0
1551,67,1,1,1,2,0,0,1,0,0,0
1552,22,0,1,0,0,0,0,0,0,0,1
1553,37,1,1,1,3,0,0,1,0,0,0
1554,23,1,0,1,2,1,0,0,0,0,0
1555,49,1,1,0,14,1,0,0,0,0,0
1556,32,1,1,1,9,0,0,1,0,0,0
1557,41,1,1,1,9,0,0,1,0,0,0
1558,25,1,1,1,1,1,0,0,0,0,0
1559,58,1,1,1,0,0,0,1,0,0,0
1560,44,1,0,1,19,1,0,0,0,0,0
1561,28,0,1,1,1,1,0,0,0,0,0
1562,39,0,1,0,0,1,0,0,0,0,0
1563,54,0,1,1,0,0,0,1,0,0,0
1564,43,1,1,1,0,0,0,1,0,0,0
1565,31,1,0,1,5,1,0,0,0,0,0
1566,30,0,0,1,11,1,0,0,0,0,0
1567,27,1,1,1,4,0,0,1,0,0,0
1568,28,1,1,1,0,1,0,0,0,0,0
1569,24,1,1,1,0,1,0,0,0,0,0
1570,43,1,1,1,0,0,0,1,0,0,0
1571,44,1,1,1,10,1,0,0,0,0,0
1572,24,0,0,1,11,0,0,0,1,0,0
1573,23,0,1,1,0,1,0,0,0,0,0
1574,36,1,1,1,5,0,0,1,0,0,0
1575,27,0,0,1,1,0,0,1,0,0,0
1576,24,0,0,1,0,1,0,0,0,0,0
1577,66,1,1,1,0,0,0,1,0,0,0
1578,36,0,1,0,3,0,0,1,0,0,0
1579,53,0,0,1,9,0,0,0,1,0,0
1580,23,0,1,1,1,0,0,1,0,0,0
1581,22,1,1,0,0,1,0,0,0,0,0
1582,25,0,1,1,1,0,0,0,1,0,0
1583,56,0,1,1,4,1,0,0,0,0,0
1584,51,0,1,1,1,0,1,0,0,0,0
1585,58,1,1,0,3,1,0,0,0,0,0
1586,24,1,1,1,3,0,0,1,0,0,0
1587,22,0,1,1,0,1,0,0,0,0,0
1588,39,1,1,1,0,0,0,1,0,0,0
1589,20,0,0,1,3,0,0,0,1,0,0
1590,46,0,1,1,10,0,0,1,0,0,0
1591,38,0,1,1,1,0,0,1,0,0,0
1592,23,1,0,1,0,0,0,1,0,0,0
1593,39,0,1,1,6,0,0,0,0,0,1
1594,25,0,0,1,0,1,0,0,0,0,0
1595,31,0,0,1,19,1,0,0,0,0,0
1596,25,1,1,0,1,1,0,0,0,0,0
1597,26,0,1,1,6,1,0,0,0,0,0
1598,25,0,0,1,2,1,0,0,0,0,0
1599,37,0,0,1,11,0,0,1,0,0,0
1600,36,0,1,1,0,1,0,0,0,0,0
1601,26,0,1,1,1,1,0,0,0,0,0
1602,21,0,1,1,3,0,0,0,0,0,1
1603,35,0,1,1,7,1,0,0,0,0,0
1604,22,0,1,1,2,1,0,0,0,0,0
1605,25,0,1,1,0,0,0,1,0,0,0
1606,36,1,1,1,0,0,0,0,1,0,0
1607,24,1,1,1,2,1,0,0,0,0,0
1608,21,0,0,1,0,1,0,0,0,0,0
1609,32,0,0,1,15,0,0,1,0,0,0
1610,33,1,1,1,2,1,0,0,0,0,0
1611,33,0,0,1,10,1,0,0,0,0,0
1612,29,1,1,1,0,0,0,1,0,0,0
1613,50,0,1,1,8,0,0,1,0,0,0
1614,33,0,0,1,14,1,0,0,0,0,0
1615,37,0,0,1,13,1,0,0,0,0,0
1616,27,0,1,1,9,1,0,0,0,0,0
1617,27,1,1,1,0,1,0,0,0,0,0
1618,21,1,1,1,1,0,0,0,1,0,0
1619,58,0,1,1,1,1,0,0,0,0,0
1620,27,0,0,1,4,1,0,0,0,0,0
1621,28,0,1,1,1,0,0,1,0,0,0
1622,31,1,1,0,0,0,0,1,0,0,0
1623,24,1,1,1,3,1,0,0,0,0,0
1624,26,0,0,1,6,1,0,0,0,0,0
1625,43,1,1,1,0,0,0,1,0,0,0
1626,22,0,1,1,3,1,0,0,0,0,0
1627,23,0,1,1,0,1,0,0,0,0,0
1628,42,1,1,1,0,0,0,1,0,0,0
1629,30,1,0,1,18,1,0,0,0,0,0
1630,29,0,0,1,1,1,0,0,0,0,0
1631,38,0,1,1,2,0,0,1,0,0,0
1632,26,1,1,1,3,0,0,1,0,0,0
1633,51,1,1,1,5,1,0,0,0,0,0
1634,36,1,1,1,0,0,0,0,0,0,1
1635,62,1,1,1,0,0,0,0,1,0,0
1636,23,0,1,1,0,1,0,0,0,0,0
1637,34,0,1,1,7,1,0,0,0,0,0
1638,35,1,1,1,1,1,0,0,0,0,0
1639,22,0,1,1,0,0,0,1,0,0,0
1640,29,1,0,1,10,1,0,0,0,0,0
1641,40,0,1,1,0,1,0,0,0,0,0
1642,36,0,1,1,2,1,0,0,0,0,0
1643,26,0,0,1,8,1,0,0,0,0,0
1644,25,0,1,1,1,1,0,0,0,0,0
1645,69,1,1,1,0,0,0,1,0,0,0
1646,27,0,1,1,1,1,0,0,0,0,0
1647,20,0,1,1,0,0,0,1,0,0,0
1648,27,0,1,1,1,1,0,0,0,0,0
1649,24,1,1,0,6,1,0,0,0,0,0
1650,42,0,1,1,0,0,0,1,0,0,0
1651,25,0,1,1,1,0,0,1,0,0,0
1652,25,0,1,1,0,1,0,0,0,0,0
1653,22,0,1,1,0,1,0,0,0,0,0
1654,21,0,1,1,0,0,0,1,0,0,0
1655,30,1,1,1,1,1,0,0,0,0,0
1656,46,1,1,1,9,0,0,1,0,0,0
1657,26,1,1,1,2,1,0,0,0,0,0
1658,33,0,1,1,0,1,0,0,0,0,0
1659,40,1,1,1,1,1,0,0,0,0,0
1660,34,0,1,1,0,0,0,1,0,0,0
1661,22,0,1,1,1,0,0,1,0,0,0
1662,28,1,1,1,3,0,0,0,1,0,0
1663,31,1,1,1,4,1,0,0,0,0,0
1664,59,1,1,1,3,0,0,1,0,0,0
1665,37,0,1,1,0,0,0,0,0,1,0
1666,50,0,1,1,0,1,0,0,0,0,0
1667,57,0,1,1,8,1,0,0,0,0,0
1668,31,1,1,1,5,1,0,0,0,0,0
1669,44,0,0,1,9,1,0,0,0,0,0
1670,48,0,0,1,5,1,0,0,0,0,0
1671,25,0,1,0,0,0,0,1,0,0,0
1672,51,1,1,1,5,1,0,0,0,0,0
1673,50,0,1,1,0,0,0,1,0,0,0
1674,57,0,1,1,2,0,0,1,0,0,0
1675,55,1,1,1,0,0,0,1,0,0,0
1676,59,0,1,1,4,1,0,0,0,0,0
1677,42,0,1,0,0,1,0,0,0,0,0
1678,20,0,0,1,2,0,0,0,1,0,0
1679,21,0,1,1,0,0,0,0,0,0,1
1680,32,0,0,1,21,1,0,0,0,0,0
1681,24,1,1,0,0,0,0,0,1,0,0
1682,42,0,1,1,1,1,0,0,0,0,0
1683,29,0,0,1,8,1,0,0,0,0,0
1684,21,0,1,1,1,1,0,0,0,0,0
1685,58,1,1,1,0,0,0,1,0,0,0
1686,22,0,1,1,1,1,0,0,0,0,0
1687,46,1,1,1,1,0,0,1,0,0,0
1688,50,1,1,1,0,0,0,1,0,0,0
1689,46,0,0,1,2,1,0,0,0,0,0
1690,44,0,0,0,11,1,0,0,0,0,0
1691,35,1,1,1,4,1,0,0,0,0,0
1692,30,0,0,1,14,1,0,0,0,0,0
1693,42,0,1,1,2,1,0,0,0,0,0
1694,46,0,1,1,5,1,0,0,0,0,0
1695,42,0,0,1,0,1,0,0,0,0,0
1696,29,0,0,1,7,0,0,1,0,0,0
1697,32,0,1,1,8,1,0,0,0,0,0
1698,31,0,1,1,5,0,0,0,0,0,1
1699,33,1,1,0,1,1,0,0,0,0,0
1700,25,0,1,1,4,0,0,1,0,0,0
1701,33,1,1,0,0,1,0,0,0,0,0
1702,21,0,1,1,1,0,0,0,1,0,0
1703,35,0,1,1,1,0,0,1,0,0,0
1704,56,0,1,1,1,1,0,0,0,0,0
1705,38,1,1,1,0,0,0,1,0,0,0
1706,40,1,1,0,4,1,0,0,0,0,0
1707,28,0,1,1,4,1,0,0,0,0,0
1708,51,1,1,1,0,1,0,0,0,0,0
1709,35,1,1,1,2,1,0,0,0,0,0
1710,61,0,1,1,5,1,0,0,0,0,0
